Metric,Period Type,Period,Policy Type,Issue policy,Task type,Task,Location,location_value,result
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Hungary,0
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Hungary,0
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,India,6
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,India,3
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,India,3
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,India,0
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,India,1
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,India,2
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,India,0
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,India,2
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,India,2
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Indonesia,19
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Indonesia,15
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Indonesia,25
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Indonesia,0.1333
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Indonesia,0
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Indonesia,0
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Indonesia,0
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Indonesia,4
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Indonesia,6
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Iraq,3
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Iraq,1
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Iraq,1
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Iraq,0
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Iraq,2
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Iraq,2
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Iraq,0.5
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Iraq,0
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Iraq,0
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Ireland,66
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Ireland,43
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Ireland,64
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Ireland,0.6279
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Ireland,2
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Ireland,2
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Ireland,0
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Ireland,21
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Ireland,39
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Israel,108
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Israel,52
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Israel,65
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Israel,0.75
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Israel,44
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Israel,45
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Israel,0.822222222
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Israel,12
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Israel,15
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Italy,158
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Italy,138
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Italy,218
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Italy,0.3551
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Italy,8
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Italy,12
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Italy,0.416666667
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Italy,12
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Italy,12
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Jamaica,3
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Jamaica,0
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Jamaica,0
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Jamaica,0
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Jamaica,2
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Jamaica,2
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Jamaica,0.5
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Jamaica,1
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Jamaica,1
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Japan,65
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Japan,17
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Japan,17
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Japan,0.2941
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Japan,48
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Japan,63
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Japan,0.444444444
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Japan,0
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Japan,0
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Jordan,2
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Jordan,0
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Jordan,0
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Jordan,0
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Jordan,2
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Jordan,2
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Jordan,0
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Jordan,0
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Jordan,0
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Kazakhstan,9
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Kazakhstan,3
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Kazakhstan,13
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Kazakhstan,0
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Kazakhstan,6
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Kazakhstan,6
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Kazakhstan,0
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Kazakhstan,0
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Kazakhstan,0
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Kenya,3
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Kenya,2
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Kenya,1
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Kenya,0
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Kenya,0
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Kenya,0
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Kenya,0
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Kenya,1
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Kenya,2
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,South Korea,19
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,South Korea,15
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,South Korea,39
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,South Korea,0.7333
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,South Korea,1
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,South Korea,2
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,South Korea,0.5
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,South Korea,3
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,South Korea,11
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Kosovo,6
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Kosovo,4
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Kosovo,5
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Kosovo,0
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Kosovo,2
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Kosovo,2
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Kosovo,0
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Kosovo,0
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Kosovo,0
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Kuwait,2
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Kuwait,1
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Kuwait,6
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Kuwait,0
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Kuwait,1
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Kuwait,1
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Kuwait,0
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Kuwait,0
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Kuwait,0
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Latvia,2
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Latvia,1
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Latvia,1
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Latvia,1
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Latvia,1
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Latvia,1
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Latvia,0
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Latvia,0
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Latvia,0
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Lithuania,1
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Lithuania,1
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Lithuania,1
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Lithuania,0
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Lithuania,0
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Lithuania,0
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Lithuania,0
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Lithuania,0
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Lithuania,0
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Luxembourg,4
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Luxembourg,0
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Luxembourg,0
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Luxembourg,0
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Luxembourg,1
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Luxembourg,1
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Luxembourg,0
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Luxembourg,3
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Luxembourg,3
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Macedonia,2
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Macedonia,2
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Macedonia,3
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Macedonia,0
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Macedonia,0
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Macedonia,0
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Macedonia,0
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Macedonia,0
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Macedonia,0
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Malaysia,8
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Malaysia,8
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Malaysia,11
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Malaysia,0.25
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Malaysia,0
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Malaysia,0
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Malaysia,0
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Malaysia,0
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Malaysia,0
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Maldives,2
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Maldives,1
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Maldives,1
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Maldives,0
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Maldives,0
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Maldives,0
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Maldives,0
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Maldives,1
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Maldives,6
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Malta,11
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Malta,11
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Malta,21
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Malta,0.8182
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Malta,0
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Malta,0
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Malta,0
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Malta,0
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Malta,0
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Martinique,2
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Martinique,2
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Martinique,2
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Martinique,1
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Martinique,0
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Martinique,0
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Martinique,0
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Martinique,0
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Martinique,0
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Mauritius,1
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Mauritius,0
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Mauritius,0
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Mauritius,0
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Mauritius,1
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Mauritius,1
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Mauritius,0
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Mauritius,0
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Mauritius,0
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Mexico,124
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Mexico,83
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Mexico,110
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Mexico,0.3614
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Mexico,16
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Mexico,23
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Mexico,0.565217391
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Mexico,25
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Mexico,31
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Moldova,4
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Moldova,2
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Moldova,2
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Moldova,0
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Moldova,0
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Moldova,0
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Moldova,0
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Moldova,2
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Moldova,2
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Montenegro,5
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Montenegro,3
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Montenegro,3
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Montenegro,0.3333
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Montenegro,1
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Montenegro,1
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Montenegro,1
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Montenegro,1
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Montenegro,1
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Nepal,85
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Nepal,82
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Nepal,110
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Nepal,0.061
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Nepal,2
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Nepal,2
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Nepal,0
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Nepal,1
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Nepal,1
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Netherlands,64
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Netherlands,47
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Netherlands,87
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Netherlands,0.5532
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Netherlands,17
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Netherlands,22
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Netherlands,0.818181818
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Netherlands,0
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Netherlands,0
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,New Zealand,35
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,New Zealand,16
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,New Zealand,32
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,New Zealand,0.5
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,New Zealand,9
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,New Zealand,20
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,New Zealand,0.2
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,New Zealand,10
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,New Zealand,25
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Nigeria,12
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Nigeria,2
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Nigeria,3
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Nigeria,0
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Nigeria,10
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Nigeria,11
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Nigeria,0.727272727
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Nigeria,0
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Nigeria,0
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Norway,37
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Norway,34
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Norway,64
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Norway,0.7059
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Norway,0
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Norway,0
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Norway,0
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Norway,3
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Norway,7
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Oman,1
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Oman,1
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Oman,1
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Oman,0
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Oman,0
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Oman,0
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Oman,0
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Oman,0
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Oman,0
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Pakistan,64
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Pakistan,40
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Pakistan,59
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Pakistan,0.25
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Pakistan,4
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Pakistan,5
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Pakistan,0.2
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Pakistan,20
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Pakistan,42
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Panama,16
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Panama,2
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Panama,3
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Panama,1
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Panama,1
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Panama,2
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Panama,0
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Panama,13
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Panama,12
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Paraguay,1
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Paraguay,0
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Paraguay,0
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Paraguay,0
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Paraguay,0
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Paraguay,0
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Paraguay,0
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Paraguay,1
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Paraguay,1
